"","word","word_count","word_count_norm","on_cdi"
"2950","stamp",103,13.5962451131069,0
"2951","tails",103,13.5962451131069,0
"2952","taxi",103,13.5962451131069,0
"2953","Woody",103,13.5962451131069,0
"2954","Barney",102,13.464242733368,0
"2955","Bernard",102,13.464242733368,0
"2956","celery",102,13.464242733368,0
"2957","center",102,13.464242733368,0
"2958","cricket",102,13.464242733368,0
"2959","dollies",102,13.464242733368,0
"2960","Eve's",102,13.464242733368,0
"2961","film",102,13.464242733368,0
"2962","fridge",102,13.464242733368,0
"2963","mommies",102,13.464242733368,0
"2964","nervous",102,13.464242733368,0
"2965","owls",102,13.464242733368,0
"2966","rule",102,13.464242733368,0
"2967","shouted",102,13.464242733368,0
"2968","Stephanie",102,13.464242733368,0
"2969","straighten",102,13.464242733368,0
"2970","vitamins",102,13.464242733368,1
"2971","wool",102,13.464242733368,0
"2972","beak",101,13.3322403536291,0
"2973","chain",101,13.3322403536291,0
"2974","control",101,13.3322403536291,0
"2975","cube",101,13.3322403536291,0
"2976","dial",101,13.3322403536291,0
"2977","disappeared",101,13.3322403536291,0
"2978","fool",101,13.3322403536291,0
"2979","Jay",101,13.3322403536291,0
"2980","Jillian",101,13.3322403536291,0
"2981","kindergarten",101,13.3322403536291,0
"2982","lizard",101,13.3322403536291,0
"2983","September",101,13.3322403536291,0
"2984","squirrels",101,13.3322403536291,0
"2985","stretch",101,13.3322403536291,0
"2986","stripes",101,13.3322403536291,0
"2987","T",101,13.3322403536291,0
"2988","wherever",101,13.3322403536291,0
"2989","woah",101,13.3322403536291,0
"2990","bathing",100,13.2002379738902,0
"2991","furry",100,13.2002379738902,0
"2992","ginger",100,13.2002379738902,0
"2993","in_case",100,13.2002379738902,0
"2994","Jinny",100,13.2002379738902,0
"2995","mountains",100,13.2002379738902,0
"2996","muscles",100,13.2002379738902,0
"2997","ninight",100,13.2002379738902,0
"2998","normally",100,13.2002379738902,0
"2999","north",100,13.2002379738902,0
"3000","note",100,13.2002379738902,0
"3001","parking",100,13.2002379738902,0
"3002","railroad",100,13.2002379738902,0
"3003","rules",100,13.2002379738902,0
"3004","Sara",100,13.2002379738902,0
"3005","Sarah's",100,13.2002379738902,0
"3006","tuna",100,13.2002379738902,1
"3007","Very",100,13.2002379738902,0
"3008","B",99,13.0682355941513,0
"3009","bars",99,13.0682355941513,0
"3010","branches",99,13.0682355941513,0
"3011","curls",99,13.0682355941513,0
"3012","dae",99,13.0682355941513,0
"3013","however",99,13.0682355941513,0
"3014","invite",99,13.0682355941513,0
"3015","Ken",99,13.0682355941513,0
"3016","lip",99,13.0682355941513,0
"3017","Moosh",99,13.0682355941513,0
"3018","Polly",99,13.0682355941513,0
"3019","poured",99,13.0682355941513,0
"3020","salty",99,13.0682355941513,0
"3021","someday",99,13.0682355941513,0
"3022","spare",99,13.0682355941513,0
"3023","airplanes",98,12.9362332144124,0
"3024","bored",98,12.9362332144124,0
"3025","borrow",98,12.9362332144124,0
"3026","buh",98,12.9362332144124,0
"3027","Buzz",98,12.9362332144124,0
"3028","cabinet",98,12.9362332144124,0
"3029","capital",98,12.9362332144124,0
"3030","Dora",98,12.9362332144124,0
"3031","Douglas",98,12.9362332144124,0
"3032","drag",98,12.9362332144124,0
"3033","ducky",98,12.9362332144124,0
"3034","exercise",98,12.9362332144124,0
"3035","fishy",98,12.9362332144124,0
"3036","giddy",98,12.9362332144124,0
"3037","gift",98,12.9362332144124,0
"3038","grabbed",98,12.9362332144124,0
"3039","healthy",98,12.9362332144124,0
"3040","high+chair",98,12.9362332144124,0
"3041","horsies",98,12.9362332144124,0
"3042","markers",98,12.9362332144124,0
"3043","Observer",98,12.9362332144124,0
"3044","outfit",98,12.9362332144124,0
"3045","Pat",98,12.9362332144124,0
"3046","pots",98,12.9362332144124,0
"3047","shaped",98,12.9362332144124,0
"3048","something's",98,12.9362332144124,0
"3049","til",98,12.9362332144124,0
"3050","traffic",98,12.9362332144124,0
"3051","booboo",97,12.8042308346735,0
"3052","car's",97,12.8042308346735,0
"3053","Grammy",97,12.8042308346735,0
"3054","join",97,12.8042308346735,0
"3055","Nathaniel's",97,12.8042308346735,0
"3056","pins",97,12.8042308346735,0
"3057","sheet",97,12.8042308346735,0
"3058","stink",97,12.8042308346735,0
"3059","wan",97,12.8042308346735,0
"3060","women",97,12.8042308346735,0
"3061","abcs",96,12.6722284549346,0
"3062","blankets",96,12.6722284549346,0
"3063","bouncie",96,12.6722284549346,0
"3064","bowls",96,12.6722284549346,0
"3065","bull",96,12.6722284549346,0
"3066","cradle",96,12.6722284549346,0
"3067","du",96,12.6722284549346,0
"3068","fry",96,12.6722284549346,0
"3069","fuss",96,12.6722284549346,0
"3070","Gabe",96,12.6722284549346,0
"3071","itsy",96,12.6722284549346,0
"3072","lemonade",96,12.6722284549346,0
"3073","mushroom",96,12.6722284549346,0
"3074","Norman",96,12.6722284549346,0
"3075","pirate",96,12.6722284549346,0
"3076","teaching",96,12.6722284549346,0
"3077","tock",96,12.6722284549346,0
"3078","wicked",96,12.6722284549346,0
"3079","attach",95,12.5402260751957,0
"3080","Aziza",95,12.5402260751957,0
"3081","ballet",95,12.5402260751957,0
"3082","berries",95,12.5402260751957,0
"3083","bitsy",95,12.5402260751957,0
"3084","buck",95,12.5402260751957,0
"3085","bud",95,12.5402260751957,0
"3086","carried",95,12.5402260751957,0
"3087","cinnamon",95,12.5402260751957,0
"3088","dressing",95,12.5402260751957,0
"3089","firetruck",95,12.5402260751957,1
"3090","Frank",95,12.5402260751957,0
"3091","Frog",95,12.5402260751957,0
"3092","Grandma's",95,12.5402260751957,0
"3093","hearing",95,12.5402260751957,0
"3094","ink",95,12.5402260751957,0
"3095","island",95,12.5402260751957,0
"3096","mama's",95,12.5402260751957,0
"3097","pointed",95,12.5402260751957,0
"3098","remind",95,12.5402260751957,0
"3099","shampoo",95,12.5402260751957,0
"3100","sleigh",95,12.5402260751957,0
"3101","squeaky",95,12.5402260751957,0
"3102","Teddy",95,12.5402260751957,0
"3103","tricks",95,12.5402260751957,0
"3104","whining",95,12.5402260751957,0
"3105","yawn",95,12.5402260751957,0
"3106","yoyo",95,12.5402260751957,0
"3107","brand",94,12.4082236954568,0
"3108","channel",94,12.4082236954568,0
"3109","claws",94,12.4082236954568,0
"3110","desert",94,12.4082236954568,0
"3111","eraser",94,12.4082236954568,0
"3112","Goldilocks",94,12.4082236954568,0
"3113","lord",94,12.4082236954568,0
"3114","mom's",94,12.4082236954568,0
"3115","pumpkins",94,12.4082236954568,0
"3116","racket",94,12.4082236954568,0
"3117","stands",94,12.4082236954568,0
"3118","army",93,12.2762213157179,0
"3119","arrow",93,12.2762213157179,0
"3120","Baaee",93,12.2762213157179,0
"3121","base",93,12.2762213157179,0
"3122","diddle",93,12.2762213157179,0
"3123","expect",93,12.2762213157179,0
"3124","guard",93,12.2762213157179,0
"3125","highchair",93,12.2762213157179,0
"3126","Josh",93,12.2762213157179,0
"3127","lookit",93,12.2762213157179,0
"3128","mood",93,12.2762213157179,0
"3129","nursing",93,12.2762213157179,0
"3130","olives",93,12.2762213157179,0
"3131","relax",93,12.2762213157179,0
"3132","shoulders",93,12.2762213157179,0
"3133","Spider_man",93,12.2762213157179,0
"3134","spilling",93,12.2762213157179,0
"3135","steering",93,12.2762213157179,0
"3136","alrightie",92,12.144218935979,0
"3137","apartment",92,12.144218935979,0
"3138","apple+sauce",92,12.144218935979,0
"3139","breaks",92,12.144218935979,0
"3140","brother's",92,12.144218935979,0
"3141","cheeks",92,12.144218935979,0
"3142","danger",92,12.144218935979,0
"3143","digging",92,12.144218935979,0
"3144","direction",92,12.144218935979,0
"3145","fishie",92,12.144218935979,0
"3146","lower",92,12.144218935979,0
"3147","merrily",92,12.144218935979,0
"3148","O",92,12.144218935979,0
"3149","pilot",92,12.144218935979,0
"3150","Playdoh",92,12.144218935979,0
"3151","reached",92,12.144218935979,0
"3152","single",92,12.144218935979,0
"3153","someplace",92,12.144218935979,0
"3154","waffle",92,12.144218935979,0
"3155","why'd",92,12.144218935979,0
"3156","Ann_Marie",91,12.0122165562401,0
"3157","cupboard",91,12.0122165562401,0
"3158","drops",91,12.0122165562401,0
"3159","Emmy",91,12.0122165562401,0
"3160","fooling",91,12.0122165562401,0
"3161","forks",91,12.0122165562401,0
"3162","Gloria",91,12.0122165562401,0
"3163","glove",91,12.0122165562401,0
"3164","greens",91,12.0122165562401,0
"3165","hugs",91,12.0122165562401,0
"3166","hummus",91,12.0122165562401,0
"3167","it'd",91,12.0122165562401,0
"3168","Jones",91,12.0122165562401,0
"3169","Liam",91,12.0122165562401,0
"3170","marry",91,12.0122165562401,0
"3171","Mommy'll",91,12.0122165562401,0
"3172","muffins",91,12.0122165562401,0
"3173","Nicki",91,12.0122165562401,0
"3174","protect",91,12.0122165562401,0
"3175","rhymes",91,12.0122165562401,0
"3176","rush",91,12.0122165562401,0
"3177","separate",91,12.0122165562401,0
"3178","spanish",91,12.0122165562401,0
"3179","that'd",91,12.0122165562401,0
"3180","yarn",91,12.0122165562401,0
"3181","birdies",90,11.8802141765012,0
"3182","Carol",90,11.8802141765012,0
"3183","clean+up",90,11.8802141765012,0
"3184","cranky",90,11.8802141765012,0
"3185","creature",90,11.8802141765012,0
"3186","diet",90,11.8802141765012,0
"3187","doctor's",90,11.8802141765012,0
"3188","electricity",90,11.8802141765012,0
"3189","female",90,11.8802141765012,0
"3190","marie",90,11.8802141765012,0
"3191","merry",90,11.8802141765012,0
"3192","opposite",90,11.8802141765012,0
"3193","passed",90,11.8802141765012,0
"3194","pussy",90,11.8802141765012,0
"3195","rose",90,11.8802141765012,0
"3196","sorts",90,11.8802141765012,0
"3197","spaceship",90,11.8802141765012,0
"3198","spitting",90,11.8802141765012,0
"3199","steam",90,11.8802141765012,0
"3200","suitcases",90,11.8802141765012,0
"3201","waffles",90,11.8802141765012,0
"3202","whoever",90,11.8802141765012,0
"3203","bay",89,11.7482117967623,0
"3204","bedroom",89,11.7482117967623,1
"3205","Brandon",89,11.7482117967623,0
"3206","buzz",89,11.7482117967623,0
"3207","clever",89,11.7482117967623,0
"3208","drip",89,11.7482117967623,0
"3209","ends",89,11.7482117967623,0
"3210","Jeff",89,11.7482117967623,0
"3211","licking",89,11.7482117967623,0
"3212","pickles",89,11.7482117967623,0
"3213","reads",89,11.7482117967623,0
"3214","runny",89,11.7482117967623,0
"3215","swallowed",89,11.7482117967623,0
"3216","taped",89,11.7482117967623,0
"3217","transmitter",89,11.7482117967623,0
"3218","whom",89,11.7482117967623,0
"3219","wrapped",89,11.7482117967623,0
"3220","blows",88,11.6162094170234,0
"3221","breathe",88,11.6162094170234,0
"3222","clowns",88,11.6162094170234,0
"3223","Corduroy",88,11.6162094170234,0
"3224","diapie",88,11.6162094170234,0
"3225","doughnut",88,11.6162094170234,0
"3226","golden",88,11.6162094170234,0
"3227","hearts",88,11.6162094170234,0
"3228","helper",88,11.6162094170234,0
"3229","Jeremy",88,11.6162094170234,0
"3230","mam",88,11.6162094170234,0
"3231","memory",88,11.6162094170234,0
"3232","Papa's",88,11.6162094170234,0
"3233","S",88,11.6162094170234,0
"3234","stomachache",88,11.6162094170234,0
"3235","strings",88,11.6162094170234,0
"3236","ticket",88,11.6162094170234,0
"3237","untie",88,11.6162094170234,0
"3238","baked",87,11.4842070372845,0
"3239","bead",87,11.4842070372845,0
"3240","cape",87,11.4842070372845,0
"3241","catching",87,11.4842070372845,0
"3242","cozy",87,11.4842070372845,0
"3243","curly",87,11.4842070372845,0
"3244","kicked",87,11.4842070372845,0
"3245","lady's",87,11.4842070372845,0
"3246","Lenita",87,11.4842070372845,0
"3247","Naomi",87,11.4842070372845,0
"3248","patient",87,11.4842070372845,0
"3249","peg",87,11.4842070372845,0
"3250","people's",87,11.4842070372845,0
"3251","pineapple",87,11.4842070372845,0
"3252","popping",87,11.4842070372845,0
"3253","puff",87,11.4842070372845,0
"3254","rotten",87,11.4842070372845,0
"3255","situation",87,11.4842070372845,0
"3256","skating",87,11.4842070372845,0
"3257","sleeves",87,11.4842070372845,0
"3258","speaking",87,11.4842070372845,0
"3259","toddler",87,11.4842070372845,0
"3260","tripod",87,11.4842070372845,0
"3261","almond",86,11.3522046575456,0
"3262","breath",86,11.3522046575456,0
"3263","C",86,11.3522046575456,0
"3264","halloween",86,11.3522046575456,0
"3265","hooked",86,11.3522046575456,0
"3266","Indian",86,11.3522046575456,0
"3267","Lastname",86,11.3522046575456,0
"3268","monday",86,11.3522046575456,0
"3269","pa",86,11.3522046575456,0
"3270","plum",86,11.3522046575456,0
"3271","Pluto",86,11.3522046575456,0
"3272","post",86,11.3522046575456,0
"3273","Spiderman",86,11.3522046575456,0
"3274","stepping",86,11.3522046575456,0
"3275","toothpaste",86,11.3522046575456,0
"3276","underpants",86,11.3522046575456,1
"3277","Washington",86,11.3522046575456,0
"3278","weasel",86,11.3522046575456,0
"3279","whispering",86,11.3522046575456,0
"3280","wine",86,11.3522046575456,0
"3281","bleep",85,11.2202022778067,0
"3282","brain",85,11.2202022778067,0
"3283","college",85,11.2202022778067,0
"3284","comma",85,11.2202022778067,0
"3285","cow's",85,11.2202022778067,0
"3286","creatures",85,11.2202022778067,0
"3287","graham",85,11.2202022778067,0
"3288","guns",85,11.2202022778067,0
"3289","hood",85,11.2202022778067,0
"3290","Horton",85,11.2202022778067,0
"3291","hugging",85,11.2202022778067,0
"3292","Kermit",85,11.2202022778067,0
"3293","puddle",85,11.2202022778067,0
"3294","purpose",85,11.2202022778067,0
"3295","recognize",85,11.2202022778067,0
"3296","saucer",85,11.2202022778067,0
"3297","scrambled",85,11.2202022778067,0
"3298","tasted",85,11.2202022778067,0
"3299","teddy+bear",85,11.2202022778067,0
"3300","temperature",85,11.2202022778067,0
"3301","truth",85,11.2202022778067,0
"3302","unscrew",85,11.2202022778067,0
"3303","alrighty",84,11.0881998980678,0
"3304","bumpity",84,11.0881998980678,0
"3305","chops",84,11.0881998980678,0
"3306","Dan",84,11.0881998980678,0
"3307","easily",84,11.0881998980678,0
"3308","electric",84,11.0881998980678,0
"3309","energy",84,11.0881998980678,0
"3310","given",84,11.0881998980678,0
"3311","Granny",84,11.0881998980678,0
"3312","happily",84,11.0881998980678,0
"3313","hockey",84,11.0881998980678,0
"3314","holiday",84,11.0881998980678,0
"3315","Jackie",84,11.0881998980678,0
"3316","logs",84,11.0881998980678,0
"3317","Lynn",84,11.0881998980678,0
"3318","Margie",84,11.0881998980678,0
"3319","million",84,11.0881998980678,0
"3320","okey_dokey",84,11.0881998980678,0
"3321","pliers",84,11.0881998980678,0
"3322","president",84,11.0881998980678,0
"3323","soldier",84,11.0881998980678,0
"3324","unh",84,11.0881998980678,0
"3325","unhappy",84,11.0881998980678,0
"3326","babys",83,10.9561975183289,0
"3327","baking",83,10.9561975183289,0
"3328","Brisco",83,10.9561975183289,0
"3329","bushes",83,10.9561975183289,0
"3330","cans",83,10.9561975183289,0
"3331","carries",83,10.9561975183289,0
"3332","Christa",83,10.9561975183289,0
"3333","combing",83,10.9561975183289,0
"3334","cubby",83,10.9561975183289,0
"3335","Deedee",83,10.9561975183289,0
"3336","drain+board",83,10.9561975183289,0
"3337","dripping",83,10.9561975183289,0
"3338","grand",83,10.9561975183289,0
"3339","Greg",83,10.9561975183289,0
"3340","hiccups",83,10.9561975183289,0
"3341","Inv",83,10.9561975183289,0
"3342","Lily's",83,10.9561975183289,0
"3343","marker",83,10.9561975183289,0
"3344","Nat",83,10.9561975183289,0
"3345","Nemo",83,10.9561975183289,0
"3346","normal",83,10.9561975183289,0
"3347","perfectly",83,10.9561975183289,0
"3348","properly",83,10.9561975183289,0
"3349","resting",83,10.9561975183289,0
"3350","scooter",83,10.9561975183289,0
"3351","tickets",83,10.9561975183289,0
"3352","trailer",83,10.9561975183289,0
"3353","view",83,10.9561975183289,0
"3354","baker's",82,10.82419513859,0
"3355","baloney",82,10.82419513859,0
"3356","curious",82,10.82419513859,0
"3357","dummy",82,10.82419513859,0
"3358","hippos",82,10.82419513859,0
"3359","Julie",82,10.82419513859,0
"3360","lawn",82,10.82419513859,0
"3361","ma",82,10.82419513859,0
"3362","na",82,10.82419513859,0
"3363","New_York",82,10.82419513859,0
"3364","nursie",82,10.82419513859,0
"3365","rescue",82,10.82419513859,0
"3366","ridiculous",82,10.82419513859,0
"3367","skipped",82,10.82419513859,0
"3368","stole",82,10.82419513859,0
"3369","sunglasses",82,10.82419513859,0
"3370","toward",82,10.82419513859,0
"3371","Vanessa",82,10.82419513859,0
"3372","Vas",82,10.82419513859,0
"3373","waking",82,10.82419513859,0
"3374","Ana",81,10.6921927588511,0
"3375","calendar",81,10.6921927588511,0
"3376","cheating",81,10.6921927588511,0
"3377","checked",81,10.6921927588511,0
"3378","class+room",81,10.6921927588511,0
"3379","Courtney",81,10.6921927588511,0
"3380","cuts",81,10.6921927588511,0
"3381","freezing",81,10.6921927588511,0
"3382","fuzz",81,10.6921927588511,0
"3383","giraffes",81,10.6921927588511,0
"3384","gracious",81,10.6921927588511,0
"3385","holy",81,10.6921927588511,0
"3386","Kimberly",81,10.6921927588511,0
"3387","Moo",81,10.6921927588511,0
"3388","Mummy's",81,10.6921927588511,0
"3389","notes",81,10.6921927588511,0
"3390","owie",81,10.6921927588511,1
"3391","pound",81,10.6921927588511,0
"3392","reminds",81,10.6921927588511,0
"3393","shame",81,10.6921927588511,0
"3394","slipped",81,10.6921927588511,0
"3395","statue",81,10.6921927588511,0
"3396","web",81,10.6921927588511,0
"3397","wiping",81,10.6921927588511,0
"3398","wreck",81,10.6921927588511,0
"3399","birth",80,10.5601903791122,0
"3400","crown",80,10.5601903791122,0
"3401","doctors",80,10.5601903791122,0
"3402","doubt",80,10.5601903791122,0
"3403","dryer",80,10.5601903791122,1
"3404","foods",80,10.5601903791122,0
"3405","hu",80,10.5601903791122,0
"3406","Huckle",80,10.5601903791122,0
"3407","Jo",80,10.5601903791122,0
"3408","karate",80,10.5601903791122,0
"3409","Keith",80,10.5601903791122,0
"3410","knives",80,10.5601903791122,0
"3411","microwave",80,10.5601903791122,0
"3412","Moomooshas",80,10.5601903791122,0
"3413","mothers",80,10.5601903791122,0
"3414","Murphy",80,10.5601903791122,0
"3415","net",80,10.5601903791122,0
"3416","particular",80,10.5601903791122,0
"3417","pies",80,10.5601903791122,0
"3418","pouch",80,10.5601903791122,0
"3419","Rex",80,10.5601903791122,0
"3420","sailboat",80,10.5601903791122,0
"3421","Salley",80,10.5601903791122,0
"3422","sideways",80,10.5601903791122,0
"3423","slides",80,10.5601903791122,0
"3424","starfish",80,10.5601903791122,0
"3425","thunder",80,10.5601903791122,0
"3426","washcloth",80,10.5601903791122,0
"3427","wax",80,10.5601903791122,0
"3428","whew",80,10.5601903791122,0
"3429","yelled",80,10.5601903791122,0
"3430","answered",79,10.4281879993733,0
"3431","became",79,10.4281879993733,0
"3432","bumble",79,10.4281879993733,0
"3433","burning",79,10.4281879993733,0
"3434","caterpillars",79,10.4281879993733,0
"3435","construction",79,10.4281879993733,0
"3436","drain",79,10.4281879993733,0
"3437","Easter_Bunny",79,10.4281879993733,0
"3438","Erlin",79,10.4281879993733,0
"3439","fingernails",79,10.4281879993733,0
"3440","frosting",79,10.4281879993733,0
"3441","goats",79,10.4281879993733,0
"3442","goody",79,10.4281879993733,0
"3443","horse's",79,10.4281879993733,0
"3444","icky",79,10.4281879993733,0
"3445","itchy",79,10.4281879993733,0
"3446","Johnathan",79,10.4281879993733,0
"3447","log",79,10.4281879993733,0
"3448","Mwww",79,10.4281879993733,0
"3449","nappie",79,10.4281879993733,0
"3450","potatos",79,10.4281879993733,0
"3451","price",79,10.4281879993733,0
"3452","slap",79,10.4281879993733,0
"3453","sour",79,10.4281879993733,0
"3454","split",79,10.4281879993733,0
"3455","Stefan",79,10.4281879993733,0
"3456","stronger",79,10.4281879993733,0
"3457","Superman",79,10.4281879993733,0
"3458","tore",79,10.4281879993733,0
"3459","troll",79,10.4281879993733,0
"3460","unhunh",79,10.4281879993733,0
"3461","whine",79,10.4281879993733,0
"3462","alike",78,10.2961856196344,0
"3463","arrived",78,10.2961856196344,0
"3464","Baaee's",78,10.2961856196344,0
"3465","Chanel",78,10.2961856196344,0
"3466","ear+rings",78,10.2961856196344,0
"3467","excused",78,10.2961856196344,0
"3468","floating",78,10.2961856196344,0
"3469","inches",78,10.2961856196344,0
"3470","Jacob",78,10.2961856196344,0
"3471","Lord",78,10.2961856196344,0
"3472","measuring",78,10.2961856196344,0
"3473","mmm",78,10.2961856196344,0
"3474","path",78,10.2961856196344,0
"3475","pretzel",78,10.2961856196344,1
"3476","pushes",78,10.2961856196344,0
"3477","reaching",78,10.2961856196344,0
"3478","records",78,10.2961856196344,0
"3479","Ronnie",78,10.2961856196344,0
"3480","scrape",78,10.2961856196344,0
"3481","seemed",78,10.2961856196344,0
"3482","Star",78,10.2961856196344,0
"3483","Stephen",78,10.2961856196344,0
"3484","Sweets",78,10.2961856196344,0
"3485","tables",78,10.2961856196344,0
"3486","Tadi",78,10.2961856196344,0
"3487","ticklish",78,10.2961856196344,0
"3488","waves",78,10.2961856196344,0
"3489","William's",78,10.2961856196344,0
"3490","wrapping",78,10.2961856196344,0
"3491","yawning",78,10.2961856196344,0
"3492","Zach",78,10.2961856196344,0
"3493","Allison",77,10.1641832398954,0
"3494","attack",77,10.1641832398954,0
"3495","bent",77,10.1641832398954,0
"3496","booty",77,10.1641832398954,0
"3497","cheep",77,10.1641832398954,0
"3498","design",77,10.1641832398954,0
"3499","directions",77,10.1641832398954,0
"3500","dribble",77,10.1641832398954,0
"3501","equipment",77,10.1641832398954,0
"3502","fault",77,10.1641832398954,0
"3503","fire+engine",77,10.1641832398954,0
"3504","frightened",77,10.1641832398954,0
"3505","fussy",77,10.1641832398954,0
"3506","invited",77,10.1641832398954,0
"3507","Katy",77,10.1641832398954,0
"3508","lipstick",77,10.1641832398954,0
"3509","M",77,10.1641832398954,0
"3510","Maine",77,10.1641832398954,0
"3511","Marie",77,10.1641832398954,0
"3512","matching",77,10.1641832398954,0
"3513","nibble",77,10.1641832398954,0
"3514","shining",77,10.1641832398954,0
"3515","shooting",77,10.1641832398954,0
"3516","treasure",77,10.1641832398954,0
"3517","tries",77,10.1641832398954,0
"3518","twist",77,10.1641832398954,0
"3519","Wendy",77,10.1641832398954,0
"3520","when's",77,10.1641832398954,0
"3521","Winnie",77,10.1641832398954,0
"3522","zebras",77,10.1641832398954,0
"3523","Binta",76,10.0321808601565,0
"3524","brick",76,10.0321808601565,0
"3525","buggy",76,10.0321808601565,0
"3526","dare",76,10.0321808601565,0
"3527","Eliza",76,10.0321808601565,0
"3528","English",76,10.0321808601565,0
"3529","Kitty",76,10.0321808601565,0
"3530","living+room",76,10.0321808601565,0
"3531","machines",76,10.0321808601565,0
"3532","melt",76,10.0321808601565,0
"3533","Monique",76,10.0321808601565,0
"3534","Monster",76,10.0321808601565,0
"3535","paid",76,10.0321808601565,0
"3536","plugged",76,10.0321808601565,0
"3537","rhyme",76,10.0321808601565,0
"3538","screen",76,10.0321808601565,0
"3539","soy",76,10.0321808601565,0
"3540","stepmother",76,10.0321808601565,0
"3541","war",76,10.0321808601565,0
"3542","wrist",76,10.0321808601565,0
"3543","bats",75,9.90017848041765,0
"3544","boss",75,9.90017848041765,0
"3545","brushes",75,9.90017848041765,0
"3546","bunny+rabbit",75,9.90017848041765,0
"3547","chased",75,9.90017848041765,0
"3548","clapping",75,9.90017848041765,0
"3549","coats",75,9.90017848041765,0
"3550","cracked",75,9.90017848041765,0
"3551","crowded",75,9.90017848041765,0
"3552","Day",75,9.90017848041765,0
"3553","drums",75,9.90017848041765,0
"3554","ducklings",75,9.90017848041765,0
"3555","Eeyore",75,9.90017848041765,0
"3556","ei",75,9.90017848041765,0
"3557","February",75,9.90017848041765,0
"3558","hae",75,9.90017848041765,0
"3559","He_Man",75,9.90017848041765,0
"3560","Lassie",75,9.90017848041765,0
"3561","Michael's",75,9.90017848041765,0
"3562","odd",75,9.90017848041765,0
"3563","onion",75,9.90017848041765,0
"3564","ourselves",75,9.90017848041765,0
"3565","ramp",75,9.90017848041765,0
"3566","recently",75,9.90017848041765,0
"3567","Ross's",75,9.90017848041765,0
"3568","ruin",75,9.90017848041765,0
"3569","several",75,9.90017848041765,0
"3570","shade",75,9.90017848041765,0
"3571","speed",75,9.90017848041765,0
"3572","splinter",75,9.90017848041765,0
"3573","t_v",75,9.90017848041765,0
"3574","tears",75,9.90017848041765,0
"3575","twins",75,9.90017848041765,0
"3576","V",75,9.90017848041765,0
"3577","Wilson",75,9.90017848041765,0
"3578","abc's",74,9.76817610067874,0
"3579","Adam's",74,9.76817610067874,0
"3580","bird's",74,9.76817610067874,0
"3581","cartoon",74,9.76817610067874,0
"3582","chilly",74,9.76817610067874,0
"3583","depends",74,9.76817610067874,0
"3584","Ethan's",74,9.76817610067874,0
"3585","eyebrows",74,9.76817610067874,0
"3586","father's",74,9.76817610067874,0
"3587","insects",74,9.76817610067874,0
"3588","level",74,9.76817610067874,0
"3589","mayonnaise",74,9.76817610067874,0
"3590","Morgan's",74,9.76817610067874,0
"3591","mush",74,9.76817610067874,0
"3592","nighttime",74,9.76817610067874,0
"3593","Popeye",74,9.76817610067874,0
"3594","pump",74,9.76817610067874,0
"3595","puttaputta",74,9.76817610067874,0
"3596","Rabbit",74,9.76817610067874,0
"3597","rumm",74,9.76817610067874,0
"3598","scratched",74,9.76817610067874,0
"3599","snuggle",74,9.76817610067874,0
"3600","Stella",74,9.76817610067874,0
"3601","swam",74,9.76817610067874,0
"3602","tapioca",74,9.76817610067874,0
"3603","teacher's",74,9.76817610067874,0
"3604","waited",74,9.76817610067874,0
"3605","written",74,9.76817610067874,0
"3606","abc",73,9.63617372093984,0
"3607","bun",73,9.63617372093984,0
"3608","coughing",73,9.63617372093984,0
"3609","dumped",73,9.63617372093984,0
"3610","Elmo's",73,9.63617372093984,0
"3611","fishes",73,9.63617372093984,0
"3612","Fraser's",73,9.63617372093984,0
"3613","freeze",73,9.63617372093984,0
"3614","freight",73,9.63617372093984,0
"3615","Gabby",73,9.63617372093984,0
"3616","grows",73,9.63617372093984,0
"3617","heaven",73,9.63617372093984,0
"3618","instrument",73,9.63617372093984,0
"3619","Janet",73,9.63617372093984,0
"3620","Jessie",73,9.63617372093984,0
"3621","laid",73,9.63617372093984,0
"3622","loo",73,9.63617372093984,0
"3623","Michelle",73,9.63617372093984,0
"3624","Pittsburgh",73,9.63617372093984,0
"3625","play+pen",73,9.63617372093984,0
"3626","relative",73,9.63617372093984,0
"3627","ripe",73,9.63617372093984,0
"3628","shook",73,9.63617372093984,0
"3629","should've",73,9.63617372093984,0
"3630","smash",73,9.63617372093984,0
"3631","sneak",73,9.63617372093984,0
"3632","Swiss",73,9.63617372093984,0
"3633","telephones",73,9.63617372093984,0
"3634","tomorrow's",73,9.63617372093984,0
"3635","whiskers",73,9.63617372093984,0
"3636","aguh",72,9.50417134120094,0
"3637","anyways",72,9.50417134120094,0
"3638","artist",72,9.50417134120094,0
"3639","ashes",72,9.50417134120094,0
"3640","avenue",72,9.50417134120094,0
"3641","beating",72,9.50417134120094,0
"3642","blink",72,9.50417134120094,0
"3643","bumper",72,9.50417134120094,0
"3644","coal",72,9.50417134120094,0
"3645","cowboys",72,9.50417134120094,0
"3646","dining",72,9.50417134120094,0
"3647","float",72,9.50417134120094,0
"3648","guh",72,9.50417134120094,0
"3649","headache",72,9.50417134120094,0
"3650","john",72,9.50417134120094,0
"3651","Nick",72,9.50417134120094,0
"3652","obviously",72,9.50417134120094,0
"3653","Oliver",72,9.50417134120094,0
"3654","oof",72,9.50417134120094,0
"3655","owe",72,9.50417134120094,0
"3656","pal",72,9.50417134120094,0
